"","Submission.id","Participant.id","Status","Custom.study.tncs.accepted.at","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Age","Sex","Ethnicity.simplified","Country.of.birth","Country.of.residence","Nationality","Language","Student.status","Employment.status"
"72","698e208f9f5ed3c36d180a48","67cf0c70aa43b13b6168ecbf","AWAITING REVIEW","Not Applicable","2026-02-12T18:49:12.253000Z","2026-02-12T19:22:13.939000Z","","2026-02-12T19:22:14.306333Z",1982,"CWLQFHAM",5018,"34","Female","White","United States","United States","United States","English","No","Part-Time"
"73","698e21908996525c2c6fb062","66ecc08c3776b48ca41138ac","AWAITING REVIEW","Not Applicable","2026-02-12T18:53:15.051000Z","2026-02-12T19:11:35.067000Z","","2026-02-12T19:11:36.001343Z",1101,"CWLQFHAM",3372,"47","Female","White","United States","United States","United States","DATA_EXPIRED","DATA_EXPIRED","DATA_EXPIRED"
"74","698e219c7dc83a0efd421399","67ad56e3094fe82ba3d60ad2","AWAITING REVIEW","Not Applicable","2026-02-12T18:53:19.602000Z","2026-02-12T19:11:46.290000Z","","2026-02-12T19:11:46.640379Z",1107,"CWLQFHAM",795,"49","Female","White","United States","United States","United States","English","No","Full-Time"
"75","698e21bd3ac87116fc3ba712","694553e6d56e27176c33daf0","AWAITING REVIEW","Not Applicable","2026-02-12T18:53:52.738000Z","2026-02-12T19:20:03.740000Z","","2026-02-12T19:20:04.100540Z",1572,"CWLQFHAM",312,"29","Female","Mixed","United States","United States","United States","English","No","Full-Time"
"76","698e233caf9e25d0a98ea01c","6637fddf5464c05b3db40434","AWAITING REVIEW","Not Applicable","2026-02-12T19:00:12.880000Z","2026-02-12T19:32:07.017000Z","","2026-02-12T19:32:07.398820Z",1915,"CWLQFHAM",2397,"43","Male","Black","United States","United States","United States","English","No","DATA_EXPIRED"
"77","698e23bcf9c3c2702380f163","63039610eb593962736bd104","AWAITING REVIEW","Not Applicable","2026-02-12T19:02:23.897000Z","2026-02-12T19:22:13.412000Z","","2026-02-12T19:22:13.768736Z",1190,"CWLQFHAM",831,"44","Female","Mixed","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"78","698e254288ae88af1043648c","67a8ef6331f586a361a8ec33","AWAITING REVIEW","Not Applicable","2026-02-12T19:09:19.919000Z","2026-02-12T19:32:33.825000Z","","2026-02-12T19:32:34.147853Z",1394,"CWLQFHAM",5022,"60","Female","White","United States","United States","United States","English","Yes","Full-Time"
"79","698e263d533db53d969b4861","62c4dbae8fb1ff9cd93a3150","AWAITING REVIEW","Not Applicable","2026-02-12T19:13:04.779000Z","2026-02-12T19:30:39.279000Z","","2026-02-12T19:30:39.658332Z",1055,"CWLQFHAM",9822,"43","Male","White","United States","United States","United States","English","DATA_EXPIRED","Full-Time"
"80","698e273a72ebbd3bc4cda7f4","608437f0b139060610c9f0c1","AWAITING REVIEW","Not Applicable","2026-02-12T19:17:18.040000Z","2026-02-12T19:39:37.498000Z","","2026-02-12T19:39:37.854026Z",1340,"CWLQFHAM",9488,"83","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
"81","698e2999c7808d36a22fa2db","65c25e3de8b230c294f2b32c","AWAITING REVIEW","Not Applicable","2026-02-12T19:27:21.457000Z","2026-02-12T19:48:05.949000Z","","2026-02-12T19:48:06.336414Z",1245,"CWLQFHAM",4030,"53","Female","White","United States","United States","United States","English","No","Full-Time"
"82","698e2a379e68ab166ff04e37","5dceca2541afe801a32e27ac","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:02.886000Z","2026-02-12T19:54:03.816000Z","","2026-02-12T19:54:04.192044Z",1441,"CWLQFHAM",10144,"81","Female","Black","United States","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"83","698e2a4ef374a4204213cd69","6712acd49ca5448a6e983e6c","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:29.277000Z","2026-02-12T19:50:32.671000Z","","2026-02-12T19:50:33.027209Z",1204,"CWLQFHAM",3875,"50","Male","Black","United States","United States","United States","English","No","Full-Time"
"84","698e2a50c2c33e4bec4d3cc8","61219fd8387ca59d07e0dc1c","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:30.036000Z","2026-02-12T19:54:23.667000Z","","2026-02-12T19:54:24.060847Z",1434,"CWLQFHAM",8658,"57","Female","White","United States","United States","United States","English","No","Full-Time"
"85","698e2a56ad5cff59ff3364ed","6784cd4c648d7fe55ab2ff24","AWAITING REVIEW","Not Applicable","2026-02-12T19:31:38.221000Z","2026-02-12T20:08:13.464000Z","","2026-02-12T20:08:13.827955Z",2196,"CWLQFHAM",1782,"64","Male","White","United States","United States","United States","English","No","Full-Time"
"86","698e2a64cc010d2cc333f9d7","671846c76953b192c9269992","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:49.018000Z","2026-02-12T19:50:27.868000Z","","2026-02-12T19:50:28.206611Z",1179,"CWLQFHAM",3382,"36","Female","White","United States","United States","United States","English","No","Full-Time"
"87","698e2a6534a04e56aa3612b2","66ad3561c1e5c019916365fb","AWAITING REVIEW","Not Applicable","2026-02-12T19:37:09.473000Z","2026-02-12T20:06:32.645000Z","","2026-02-12T20:06:33.263252Z",1764,"CWLQFHAM",2329,"51","Male","Black","United States","United States","United States","English","Yes","Unemployed (and job seeking)"
"88","698e2a66390ebd546739f213","5d88db42c1d06e001a1fdcab","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:58.838000Z","2026-02-12T19:48:32.375000Z","","2026-02-12T19:48:32.758316Z",1054,"CWLQFHAM",20158,"51","Female","White","United States","United States","United States","English","No","Full-Time"
"89","698e2a69533db53d969b48db","66c25b043e60bfc5a90e90fb","AWAITING REVIEW","Not Applicable","2026-02-12T19:30:53.687000Z","2026-02-12T19:50:12.895000Z","","2026-02-12T19:50:13.282689Z",1160,"CWLQFHAM",801,"28","Male","White","United States","United States","United States","English","No","Full-Time"
"90","698e2a6cc4b02aaeba97729c","665e680164927b18554b66ec","AWAITING REVIEW","Not Applicable","2026-02-12T19:32:12.401000Z","2026-02-12T19:54:17.044000Z","","2026-02-12T19:54:17.394200Z",1325,"CWLQFHAM",3284,"54","Male","White","United States","United States","United States","English","No","Full-Time"
"91","698e2a6e1ca7b18be2b61202","662c299e6db88649ff13ccae","AWAITING REVIEW","Not Applicable","2026-02-12T19:31:02.527000Z","2026-02-12T19:52:31.533000Z","","2026-02-12T19:52:31.908531Z",1290,"CWLQFHAM",7220,"57","Female","White","United States","United States","United States","English","No","Unemployed (and job seeking)"
"92","698e2ad6b26e06818f3faf76","5a50f10eeedc32000141fccd","AWAITING REVIEW","Not Applicable","2026-02-12T19:32:44.382000Z","2026-02-12T20:17:09.981000Z","","2026-02-12T20:17:10.525486Z",2666,"CWLQFHAM",4579,"55","Female","White","United States","United States","United States","English","No","DATA_EXPIRED"
"93","698e301e7aa008c2cdbd247d","6636db94fa3ed150c2d78447","AWAITING REVIEW","Not Applicable","2026-02-12T19:55:15.328000Z","2026-02-12T20:14:02.319000Z","","2026-02-12T20:14:02.724126Z",1127,"CWLQFHAM",5290,"27","Male","White","United States","United States","United States","English","DATA_EXPIRED","Part-Time"
"94","698e0ccf2fee8dd9a74a6072","62877d5f6a054e53313ac916","RETURNED","Not Applicable","2026-02-12T17:24:37.580000Z","","","",NA,"",14514,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"95","698e0cd8395799b6cb0790a4","663a8b6eababda7c864ed2ce","RETURNED","Not Applicable","2026-02-12T17:24:43.718000Z","","","",NA,"",750,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"96","698e0d0b91147eef4074da21","65612a45629022b7c905ef6c","RETURNED","Not Applicable","2026-02-12T17:26:16.326000Z","","","",NA,"",3329,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"97","698e0d22f2a1d9caa36ab42b","671d714b78c1624a723ee251","RETURNED","Not Applicable","2026-02-12T17:25:58.909000Z","","","",NA,"",2392,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"98","698e0d55665d1e60f739e67a","673cf0b78dcb815764f01d60","RETURNED","Not Applicable","2026-02-12T17:27:25.882000Z","","","",NA,"",349,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"99","698e0dc22517eb6cf75d1b26","678af0a3161e3e871bbade54","RETURNED","Not Applicable","2026-02-12T17:28:58.283000Z","","","",NA,"",6515,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"100","698e0ddc7e275e5f4f5769f1","607668ac450fc6e3025a131d","RETURNED","Not Applicable","2026-02-12T17:29:03.265000Z","","","",NA,"",7095,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"101","698e0e20c10e3cea2b06b8a2","6266aa7132e3a5bf1631ac1b","RETURNED","Not Applicable","","","","",NA,"",5876,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"102","698e0e51a3471b463cfd6614","652359572fd30ff57dfea7fb","RETURNED","Not Applicable","2026-02-12T17:33:26.436000Z","","","",NA,"",3041,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"103","698e0e52ac43c90de380b0f9","5dd55652f30aa650f027e1c2","RETURNED","Not Applicable","2026-02-12T17:32:27.414000Z","","","",NA,"",11141,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"104","698e0f41b179a997a1275bc2","5a09ebdf087f2e0001eae39f","RETURNED","Not Applicable","2026-02-12T17:35:00.445000Z","","","",NA,"",4670,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"105","698e0f45ef8a202ff8c66154","67e9e4a4cddd6331b90f280c","RETURNED","Not Applicable","2026-02-12T17:35:24.861000Z","","","",NA,"",5365,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"106","698e0f72784396d0bae2341d","695fd76cdc573c0c342fa134","RETURNED","Not Applicable","2026-02-12T17:35:50.144000Z","","","",NA,"",98,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"107","698e10d7fe595dd6ac9e6603","675cb36b51ef22e70c4da7e2","TIMED-OUT","Not Applicable","2026-02-12T17:42:13.222000Z","","","",77045,"",3632,"57","Female","White","United States","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"108","698e115e031d19c85c8fdc4f","65e7795d1685521fd01bd49a","RETURNED","Not Applicable","2026-02-12T17:44:05.326000Z","","","",NA,"",3322,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"109","698e11913761d296e0eef7dc","663a7dc83986ee24fb6ec0e6","RETURNED","Not Applicable","2026-02-12T17:44:53.656000Z","","","",NA,"",8909,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"110","698e11b45c4d68494c82bd87","6276d97e209059496d37bf74","RETURNED","Not Applicable","2026-02-12T17:46:55.299000Z","","","",NA,"",8993,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"111","698e11c18a79b5fa0363745c","67cc82d73c1dc6dab0da3147","RETURNED","Not Applicable","2026-02-12T17:45:37.239000Z","","","",NA,"",1746,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"112","698e11fe8e24c42e56de9f3d","678a85c749e99bc3baed6452","RETURNED","Not Applicable","2026-02-12T17:46:38.044000Z","","","",NA,"",2194,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"113","698e12021205b66aa81698c2","67d9625169884c7fdecaf0a6","RETURNED","Not Applicable","2026-02-12T17:46:42.697000Z","","","",NA,"",1148,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"114","698e12a051c59ca2a2c8638d","650b03136ab3d4c832d98b71","RETURNED","Not Applicable","2026-02-12T17:49:20.329000Z","","","",NA,"",15545,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"115","698e13063f15433f5e58bd50","5ee834d45f0f48129a79b683","RETURNED","Not Applicable","2026-02-12T17:56:40.432000Z","","","",NA,"",2028,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"116","698e130eafa4ad20e17daa42","60c770aa2d2928bfda4c7cd4","RETURNED","Not Applicable","2026-02-12T17:51:17.776000Z","","","",NA,"",14481,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"117","698e13839c963c7417db19a4","62b35a7d9d9cd966ebcf3ef8","RETURNED","Not Applicable","2026-02-12T17:53:15.874000Z","","","",NA,"",4756,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"118","698e13ef822eee453b780646","5b5a822e1ad8270001c4f28d","RETURNED","Not Applicable","2026-02-12T17:54:57.977000Z","","","",NA,"",16965,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"119","698e140cf4ff556195466f96","62b9c2f1e55fe9f17dfedc5d","RETURNED","Not Applicable","2026-02-12T17:55:32.464000Z","","","",NA,"",11435,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"120","698e1956ca9a6275a76b0899","67ea8e9f51f8c1e6ffbb8f3b","RETURNED","Not Applicable","2026-02-12T18:18:45.163000Z","","","",NA,"",2964,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"121","698e19aa474a3a2f9ff3fcef","67c70ef486c8488303c97ed5","RETURNED","Not Applicable","2026-02-12T18:19:33.431000Z","","","",NA,"",3445,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"122","698e1a50ddae662d5bbc0549","6791752090260ac20edb1437","RETURNED","Not Applicable","2026-02-12T18:22:30.589000Z","","","",NA,"",995,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"123","698e1aa56baef46052a3d4f5","677afb901c6dd9780bdcca85","RETURNED","Not Applicable","2026-02-12T18:23:39.999000Z","","","",NA,"",2231,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"124","698e1cb172c4f63d58d2d97b","616d94407f0e63a61e856056","RETURNED","Not Applicable","2026-02-12T18:33:56.952000Z","","","",NA,"",3195,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"125","698e1f49e1a8af13b0207e44","69419c81ee92288e4d87076d","RETURNED","Not Applicable","2026-02-12T18:45:40.373000Z","","","",NA,"",759,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"126","698e1f57d0339f08d537ee2f","661db80aebfb3f4250cf72e5","RETURNED","Not Applicable","2026-02-12T18:43:43.979000Z","","","",NA,"",1569,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"127","698e1fb7027b54ad1464173d","6712fc1608041fe311ca2221","RETURNED","Not Applicable","2026-02-12T18:45:11.402000Z","","","",NA,"",1136,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"128","698e1fedb8e701366f484872","6443ebb84fc33e703937a6f9","RETURNED","Not Applicable","2026-02-12T18:46:05.714000Z","","","",NA,"",2788,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"129","698e22241bde0bb3edbdb356","65172c25c4118007d8a75184","RETURNED","Not Applicable","2026-02-12T18:55:32.507000Z","","","",NA,"",2191,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"130","698e23213cd31fbb2c4abbab","67e0658ecffaf739c0e39dc6","RETURNED","Not Applicable","2026-02-12T18:59:45.157000Z","","","",NA,"",1531,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"131","698e23af636a3de7bfcca8b9","67bc755b022467c613763798","RETURNED","Not Applicable","2026-02-12T19:02:07.793000Z","","","",NA,"",1623,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"132","698e2637f374a4204213ccfa","6983549b2eeaffbc45367e23","RETURNED","Not Applicable","2026-02-12T19:15:25.311000Z","","","",NA,"",138,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"133","698e27373800769305eb1f29","5c1021a547d07800011a23de","RETURNED","Not Applicable","2026-02-12T19:17:16.224000Z","","","",NA,"",9260,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"134","698e2a4e9e68ab166ff04e3a","66d74ebc062f3866de52956d","RETURNED","Not Applicable","","","","",NA,"",1375,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"135","698e2a59ae9a614641258cd0","67382e41c232d1004b052fc4","RETURNED","Not Applicable","2026-02-12T19:30:36.537000Z","","","",NA,"",2437,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"136","698e2a6167cea2dfde5b3291","67204af156acf704058c6e66","RETURNED","Not Applicable","2026-02-12T19:30:51.169000Z","","","",NA,"",455,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"137","698e2a636f58afdc0c4e863e","65425d62c0d773804c35c5e8","REJECTED","Not Applicable","2026-02-12T19:30:56.055000Z","2026-02-12T20:02:44.847000Z","2026-02-12T23:18:24.993000Z","2026-02-12T20:02:45.214000Z",1909,"NOCODE",2083,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"138","698e2c6f8ed5d3a410ef6e26","682cd328bd53185cbbb59840","RETURNED","Not Applicable","2026-02-12T19:42:31.555000Z","","","",NA,"",5523,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"139","698e60ac54bb0264811d04e1","675e4fba8296e430d8df89ea","RETURNED","Not Applicable","2026-02-12T23:22:30.013000Z","","","",NA,"",180,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"140","698e60cb9a6aed73882dc514","65e00891e4c0c8cad9c1583a","RETURNED","Not Applicable","2026-02-12T23:23:04.241000Z","","","",NA,"",4307,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"141","698e60f052c20935bce14936","676213c42b2ea1a4506bdf1c","RETURNED","Not Applicable","2026-02-12T23:23:37.599000Z","","","",NA,"",1494,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"142","698e612bcf67069b61c9f3e1","6781935f0fbff63cc8eb3595","RETURNED","Not Applicable","2026-02-12T23:24:32.834000Z","","","",NA,"",3721,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"143","698e6156be2aa159c612cabf","5beb92fbe0a3940001543d8c","RETURNED","Not Applicable","2026-02-12T23:25:36.692000Z","","","",NA,"",5273,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
"144","698e6192c1905ab6b83a7f47","66e89b61d7709ff7f27a76be","RETURNED","Not Applicable","2026-02-12T23:26:15.395000Z","","","",NA,"",2095,"CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED","CONSENT_REVOKED"
